,연령,소득구간,월소득(만원),소비비율,저축/투자비율,부채상환비율,소비액,저축/투자액,부채상환액,적금/청약비율,연금저축(투자상품)비율,적금/청약액,연금저축(투자상품)액,외식/카페 비율,주유/교통 비율,통신비 비율,항공/여행 비율,문화/교육 비율,쇼핑 비율,주택청약가입,연금저축가입
2781,23,2,204,0.479,0.326,0.055,98,67,11,0.224,0.087,46,18,0.099,0.066,0.053,0.116,0.099,0.102,1,0
2786,20,2,209,0.439,0.278,0.055,92,58,11,0.213,0.08,45,17,0.099,0.066,0.058,0.106,0.089,0.093,1,1
2790,20,2,199,0.449,0.294,0.051,89,59,10,0.192,0.08,38,16,0.099,0.066,0.053,0.106,0.099,0.093,0,1
2793,21,2,182,0.475,0.299,0.049,86,54,9,0.212,0.083,39,15,0.089,0.073,0.053,0.106,0.099,0.093,1,1
2803,24,2,209,0.47,0.295,0.057,98,62,12,0.228,0.089,48,19,0.089,0.073,0.048,0.106,0.089,0.093,1,1
2804,21,2,192,0.468,0.295,0.048,90,57,9,0.21,0.082,40,16,0.099,0.066,0.048,0.116,0.089,0.102,1,0
2805,29,2,209,0.438,0.314,0.053,92,66,11,0.207,0.091,43,19,0.099,0.073,0.053,0.106,0.099,0.093,1,1
2814,23,2,193,0.497,0.293,0.049,96,57,9,0.213,0.075,41,14,0.109,0.073,0.053,0.106,0.089,0.093,1,1
2816,27,2,191,0.445,0.315,0.054,85,60,10,0.213,0.083,41,16,0.099,0.073,0.048,0.098,0.109,0.083,1,1
2821,23,2,181,0.511,0.328,0.049,92,59,9,0.228,0.089,41,16,0.099,0.06,0.053,0.098,0.089,0.083,0,1
2827,24,2,176,0.458,0.323,0.056,81,57,10,0.215,0.084,38,15,0.099,0.066,0.048,0.116,0.099,0.102,1,1
2836,22,2,210,0.522,0.285,0.049,110,60,10,0.211,0.077,44,16,0.109,0.066,0.048,0.106,0.089,0.093,1,0
2845,22,2,186,0.465,0.276,0.056,86,51,10,0.188,0.072,35,13,0.099,0.066,0.053,0.116,0.089,0.102,0,1
2847,26,2,181,0.499,0.316,0.054,90,57,10,0.239,0.085,43,15,0.109,0.06,0.053,0.116,0.099,0.102,0,0
2848,23,2,193,0.472,0.299,0.055,91,58,11,0.213,0.082,41,16,0.109,0.073,0.053,0.116,0.109,0.102,1,1
2852,22,2,179,0.44,0.304,0.055,79,54,10,0.237,0.081,42,14,0.109,0.066,0.048,0.098,0.089,0.083,1,1
2857,20,2,173,0.471,0.285,0.05,81,49,9,0.213,0.077,37,13,0.099,0.066,0.053,0.116,0.109,0.102,1,1
2861,22,2,183,0.455,0.296,0.052,83,54,10,0.226,0.077,41,14,0.109,0.066,0.058,0.116,0.099,0.102,1,1
2862,22,2,208,0.518,0.314,0.052,108,65,11,0.209,0.09,43,19,0.099,0.073,0.048,0.106,0.109,0.093,1,1
2863,21,2,194,0.498,0.319,0.047,97,62,9,0.216,0.082,42,16,0.099,0.066,0.053,0.106,0.109,0.093,1,1
2869,23,2,185,0.458,0.306,0.056,85,57,10,0.2,0.085,37,16,0.099,0.06,0.048,0.116,0.099,0.102,0,1
2870,24,2,206,0.474,0.322,0.057,98,66,12,0.25,0.091,52,19,0.089,0.066,0.053,0.116,0.099,0.102,1,1
2872,20,2,206,0.526,0.274,0.047,108,56,10,0.184,0.08,38,16,0.099,0.073,0.053,0.098,0.089,0.083,1,1
2873,20,2,188,0.449,0.328,0.049,84,62,9,0.244,0.101,46,19,0.089,0.06,0.053,0.116,0.089,0.102,0,1
2876,23,2,191,0.461,0.309,0.054,88,59,10,0.205,0.091,39,17,0.109,0.066,0.053,0.106,0.109,0.093,0,1
2877,20,2,180,0.455,0.27,0.051,82,49,9,0.21,0.074,38,13,0.099,0.06,0.053,0.116,0.099,0.102,1,0
2878,21,2,194,0.462,0.316,0.055,90,61,11,0.234,0.087,45,17,0.099,0.066,0.058,0.106,0.109,0.093,1,1
2879,20,2,179,0.478,0.304,0.053,86,54,9,0.216,0.082,39,15,0.099,0.06,0.048,0.106,0.099,0.093,1,1
2880,21,2,185,0.514,0.294,0.05,95,54,9,0.223,0.089,41,16,0.099,0.066,0.058,0.116,0.089,0.102,1,1
2884,25,2,175,0.456,0.303,0.051,80,53,9,0.208,0.092,36,16,0.089,0.066,0.058,0.106,0.089,0.093,1,1
2887,22,2,188,0.474,0.27,0.052,89,51,10,0.176,0.074,33,14,0.099,0.066,0.053,0.098,0.099,0.083,1,1
2892,22,2,201,0.448,0.311,0.052,90,63,10,0.202,0.094,41,19,0.099,0.06,0.048,0.106,0.089,0.093,1,1
2893,28,2,197,0.448,0.269,0.055,88,53,11,0.185,0.08,36,16,0.099,0.06,0.048,0.116,0.099,0.102,1,1
2901,23,2,201,0.457,0.284,0.052,92,57,10,0.195,0.084,39,17,0.109,0.066,0.053,0.106,0.089,0.093,0,1
2904,27,2,192,0.498,0.294,0.056,96,56,11,0.217,0.081,42,16,0.109,0.06,0.053,0.106,0.089,0.093,1,1
2911,21,2,172,0.478,0.291,0.057,82,50,10,0.218,0.085,37,15,0.099,0.073,0.058,0.098,0.089,0.083,1,1
2913,23,2,209,0.491,0.304,0.051,103,64,11,0.225,0.078,47,16,0.099,0.073,0.053,0.098,0.109,0.083,1,1
2918,21,2,188,0.526,0.319,0.049,99,60,9,0.247,0.088,46,17,0.099,0.073,0.053,0.106,0.099,0.093,1,1
2925,24,2,206,0.446,0.326,0.049,92,67,10,0.219,0.1,45,21,0.099,0.066,0.048,0.116,0.099,0.102,1,1
2930,21,2,194,0.52,0.272,0.048,101,53,9,0.194,0.076,38,15,0.099,0.066,0.053,0.116,0.099,0.102,0,1
2932,27,2,175,0.447,0.298,0.048,78,52,8,0.224,0.082,39,14,0.099,0.066,0.053,0.106,0.109,0.093,1,1
2937,20,2,194,0.473,0.319,0.05,92,62,10,0.226,0.085,44,16,0.099,0.066,0.058,0.106,0.109,0.093,1,1
2941,22,2,195,0.441,0.321,0.05,86,63,10,0.225,0.099,44,19,0.099,0.066,0.048,0.116,0.099,0.102,0,1
2944,20,2,201,0.503,0.299,0.057,101,60,11,0.228,0.083,46,17,0.109,0.066,0.048,0.106,0.089,0.093,0,0
2957,22,2,205,0.447,0.308,0.047,92,63,10,0.223,0.079,46,16,0.089,0.066,0.058,0.106,0.099,0.093,1,1
2968,26,2,208,0.492,0.306,0.053,102,64,11,0.229,0.081,48,17,0.089,0.06,0.053,0.106,0.109,0.093,0,1
2969,25,2,191,0.494,0.301,0.057,94,57,11,0.205,0.081,39,15,0.089,0.073,0.053,0.116,0.099,0.102,1,1
2971,25,2,178,0.455,0.273,0.052,81,49,9,0.178,0.082,32,15,0.089,0.06,0.053,0.098,0.089,0.083,0,1
2976,27,2,204,0.446,0.327,0.051,91,67,10,0.249,0.094,51,19,0.089,0.073,0.053,0.106,0.099,0.093,1,1
2977,21,2,172,0.456,0.278,0.054,78,48,9,0.182,0.08,31,14,0.099,0.06,0.048,0.106,0.109,0.093,0,1
2978,21,2,199,0.493,0.307,0.048,98,61,10,0.213,0.084,42,17,0.099,0.066,0.048,0.098,0.099,0.083,1,1
2984,20,2,193,0.434,0.302,0.05,84,58,10,0.236,0.09,46,17,0.109,0.066,0.053,0.106,0.099,0.093,1,1
2988,25,2,199,0.487,0.308,0.053,97,61,11,0.202,0.08,40,16,0.089,0.066,0.058,0.116,0.089,0.102,1,1
2993,21,2,187,0.466,0.313,0.054,87,59,10,0.228,0.095,43,18,0.099,0.073,0.048,0.106,0.109,0.093,0,1
2994,26,2,177,0.495,0.301,0.047,88,53,8,0.224,0.09,40,16,0.099,0.066,0.058,0.116,0.089,0.102,1,0
2995,28,2,205,0.501,0.291,0.057,103,60,12,0.189,0.082,39,17,0.099,0.066,0.058,0.116,0.099,0.102,1,1
3012,23,2,184,0.444,0.319,0.054,82,59,10,0.211,0.085,39,16,0.099,0.06,0.053,0.116,0.099,0.102,1,1
3015,21,2,185,0.437,0.292,0.053,81,54,10,0.215,0.079,40,15,0.099,0.066,0.058,0.116,0.109,0.102,0,1
3018,21,2,175,0.489,0.325,0.056,86,57,10,0.244,0.098,43,17,0.099,0.06,0.053,0.106,0.099,0.093,0,1
3042,23,2,176,0.474,0.304,0.054,83,54,10,0.208,0.084,37,15,0.099,0.073,0.058,0.106,0.099,0.093,1,1
3046,23,2,188,0.48,0.305,0.051,90,57,10,0.213,0.086,40,16,0.099,0.073,0.058,0.106,0.089,0.093,1,1
3053,23,2,183,0.473,0.322,0.053,87,59,10,0.232,0.083,42,15,0.099,0.066,0.053,0.106,0.089,0.093,1,1
3059,26,2,208,0.511,0.302,0.047,106,63,10,0.207,0.087,43,18,0.109,0.066,0.053,0.106,0.109,0.093,1,1
3060,24,2,183,0.475,0.293,0.048,87,54,9,0.192,0.076,35,14,0.099,0.073,0.053,0.106,0.099,0.093,1,1
3063,21,2,196,0.512,0.322,0.047,100,63,9,0.232,0.087,45,17,0.099,0.066,0.053,0.106,0.099,0.093,0,1
3073,26,2,182,0.446,0.274,0.053,81,50,10,0.198,0.076,36,14,0.109,0.073,0.048,0.098,0.099,0.083,1,1
3075,23,2,205,0.523,0.292,0.056,107,60,11,0.214,0.082,44,17,0.089,0.066,0.058,0.106,0.099,0.093,0,0
3077,28,2,176,0.446,0.324,0.052,78,57,9,0.219,0.082,39,14,0.099,0.06,0.058,0.098,0.089,0.083,1,1
3080,21,2,200,0.466,0.31,0.054,93,62,11,0.208,0.083,42,17,0.089,0.06,0.053,0.098,0.099,0.083,1,0
3081,28,2,206,0.502,0.298,0.056,103,61,12,0.204,0.081,42,17,0.099,0.066,0.058,0.106,0.099,0.093,1,1
3082,24,2,180,0.481,0.295,0.049,87,53,9,0.202,0.082,36,15,0.099,0.066,0.053,0.106,0.109,0.093,0,1
3085,21,2,198,0.465,0.283,0.049,92,56,10,0.186,0.081,37,16,0.099,0.066,0.053,0.106,0.099,0.093,0,1
3087,25,2,172,0.483,0.309,0.053,83,53,9,0.223,0.087,38,15,0.099,0.066,0.048,0.106,0.089,0.093,0,1
3093,21,2,204,0.441,0.293,0.057,90,60,12,0.223,0.079,45,16,0.099,0.066,0.058,0.116,0.089,0.102,0,1
3099,20,2,188,0.511,0.324,0.048,96,61,9,0.22,0.083,41,16,0.099,0.066,0.053,0.106,0.099,0.093,0,0
3101,25,2,200,0.482,0.313,0.048,96,63,10,0.244,0.09,49,18,0.099,0.066,0.053,0.106,0.089,0.093,1,1
3110,20,2,196,0.501,0.314,0.051,98,62,10,0.24,0.092,47,18,0.109,0.06,0.058,0.116,0.089,0.102,0,1
3125,25,2,195,0.458,0.31,0.051,89,60,10,0.222,0.081,43,16,0.099,0.066,0.053,0.116,0.099,0.102,0,1
3126,22,2,198,0.518,0.286,0.047,103,57,9,0.199,0.072,39,14,0.099,0.073,0.058,0.098,0.099,0.083,1,1
3136,21,2,200,0.453,0.299,0.048,91,60,10,0.197,0.084,39,17,0.099,0.06,0.048,0.106,0.099,0.093,1,1
3143,26,2,192,0.514,0.317,0.049,99,61,9,0.245,0.088,47,17,0.099,0.066,0.058,0.106,0.099,0.093,1,1
3149,21,2,189,0.503,0.287,0.05,95,54,9,0.216,0.077,41,15,0.099,0.06,0.053,0.106,0.099,0.093,0,1
3150,20,2,196,0.477,0.306,0.048,93,60,9,0.233,0.085,46,17,0.109,0.06,0.053,0.098,0.089,0.083,1,1
3160,29,2,189,0.445,0.286,0.053,84,54,10,0.211,0.08,40,15,0.089,0.066,0.058,0.098,0.099,0.083,0,1
3161,21,2,173,0.511,0.322,0.053,88,56,9,0.234,0.088,40,15,0.089,0.06,0.053,0.106,0.109,0.093,0,1
3163,20,2,191,0.469,0.298,0.047,90,57,9,0.234,0.082,45,16,0.099,0.066,0.053,0.098,0.099,0.083,1,1
3166,23,2,207,0.526,0.281,0.052,109,58,11,0.204,0.079,42,16,0.089,0.06,0.053,0.116,0.089,0.102,0,1
3169,22,2,188,0.493,0.285,0.048,93,54,9,0.204,0.076,38,14,0.099,0.066,0.053,0.106,0.109,0.093,1,1
3172,21,2,178,0.479,0.311,0.052,85,55,9,0.22,0.08,39,14,0.089,0.066,0.053,0.106,0.099,0.093,1,1
3177,27,2,206,0.524,0.29,0.056,108,60,12,0.226,0.089,47,18,0.099,0.073,0.053,0.106,0.099,0.093,1,0
3190,29,2,184,0.473,0.274,0.047,87,50,9,0.201,0.077,37,14,0.099,0.066,0.053,0.116,0.099,0.102,1,1
3192,25,2,208,0.503,0.312,0.047,105,65,10,0.223,0.09,46,19,0.089,0.06,0.058,0.106,0.109,0.093,0,1
3193,29,2,184,0.455,0.285,0.052,84,52,10,0.208,0.084,38,15,0.109,0.066,0.053,0.106,0.109,0.093,1,0
3195,23,2,191,0.511,0.279,0.051,98,53,10,0.184,0.077,35,15,0.099,0.066,0.048,0.116,0.099,0.102,1,1
3198,20,2,176,0.459,0.291,0.052,81,51,9,0.209,0.079,37,14,0.099,0.066,0.053,0.106,0.089,0.093,1,1
3199,29,2,187,0.467,0.283,0.051,87,53,10,0.201,0.085,38,16,0.089,0.06,0.048,0.106,0.099,0.093,1,1
3209,24,2,195,0.518,0.271,0.051,101,53,10,0.205,0.076,40,15,0.089,0.066,0.053,0.116,0.099,0.102,0,1
3212,20,2,179,0.524,0.269,0.051,94,48,9,0.191,0.07,34,13,0.099,0.073,0.048,0.098,0.099,0.083,1,1
3215,29,2,176,0.499,0.315,0.052,88,55,9,0.237,0.096,42,17,0.089,0.066,0.058,0.116,0.099,0.102,0,0
3218,22,2,199,0.484,0.302,0.057,96,60,11,0.22,0.078,44,16,0.109,0.066,0.048,0.106,0.109,0.093,1,1
3244,20,2,199,0.479,0.315,0.055,95,63,11,0.223,0.092,44,18,0.099,0.06,0.053,0.106,0.099,0.093,1,1
3247,24,2,188,0.437,0.319,0.054,82,60,10,0.251,0.083,47,16,0.089,0.066,0.053,0.098,0.099,0.083,0,1
3251,20,2,176,0.508,0.281,0.05,89,49,9,0.201,0.071,35,12,0.099,0.06,0.053,0.098,0.099,0.083,1,1
3270,24,2,182,0.445,0.318,0.049,81,58,9,0.215,0.094,39,17,0.089,0.073,0.048,0.106,0.089,0.093,0,1
3271,27,2,172,0.509,0.325,0.054,88,56,9,0.256,0.087,44,15,0.109,0.066,0.053,0.098,0.089,0.083,1,1
3274,26,2,204,0.499,0.28,0.052,102,57,11,0.187,0.077,38,16,0.089,0.066,0.053,0.106,0.099,0.093,1,1
3277,22,2,190,0.52,0.278,0.057,99,53,11,0.211,0.081,40,15,0.089,0.06,0.048,0.098,0.099,0.083,1,1
3278,20,2,185,0.445,0.269,0.056,82,50,10,0.189,0.069,35,13,0.089,0.06,0.058,0.106,0.109,0.093,1,1
3285,29,2,175,0.48,0.273,0.053,84,48,9,0.199,0.069,35,12,0.109,0.066,0.058,0.106,0.089,0.093,1,1
3286,23,2,187,0.466,0.277,0.056,87,52,10,0.183,0.083,34,16,0.089,0.066,0.053,0.106,0.099,0.093,0,1
3291,23,2,205,0.454,0.304,0.048,93,62,10,0.229,0.078,47,16,0.089,0.066,0.053,0.106,0.099,0.093,0,1
3292,21,2,187,0.439,0.29,0.054,82,54,10,0.216,0.08,40,15,0.109,0.073,0.053,0.106,0.099,0.093,0,1
3293,27,2,193,0.487,0.293,0.053,94,57,10,0.21,0.075,41,14,0.089,0.06,0.058,0.106,0.099,0.093,0,1
3294,22,2,209,0.469,0.324,0.047,98,68,10,0.219,0.096,46,20,0.089,0.06,0.048,0.106,0.109,0.093,1,1
3295,21,2,174,0.499,0.321,0.055,87,56,10,0.229,0.086,40,15,0.089,0.06,0.053,0.116,0.089,0.102,1,1
3305,25,2,185,0.524,0.276,0.049,97,51,9,0.213,0.081,39,15,0.099,0.066,0.048,0.106,0.099,0.093,1,1
3312,20,2,199,0.479,0.309,0.056,95,61,11,0.237,0.081,47,16,0.089,0.066,0.048,0.106,0.099,0.093,0,1
3313,29,2,172,0.506,0.324,0.047,87,56,8,0.248,0.094,43,16,0.089,0.066,0.048,0.106,0.109,0.093,1,1
3316,25,2,190,0.483,0.294,0.052,92,56,10,0.219,0.083,42,16,0.099,0.073,0.058,0.106,0.099,0.093,1,0
3327,23,2,192,0.492,0.287,0.056,94,55,11,0.196,0.079,38,15,0.099,0.073,0.048,0.106,0.109,0.093,0,1
3342,29,2,196,0.522,0.321,0.054,102,63,11,0.24,0.081,47,16,0.099,0.066,0.048,0.116,0.089,0.102,1,1
3349,28,2,181,0.434,0.313,0.057,79,57,10,0.239,0.084,43,15,0.109,0.06,0.058,0.106,0.099,0.093,1,1
3350,24,2,180,0.512,0.296,0.056,92,53,10,0.216,0.087,39,16,0.099,0.06,0.053,0.106,0.099,0.093,0,1
3356,23,2,198,0.482,0.321,0.057,95,64,11,0.241,0.096,48,19,0.109,0.066,0.053,0.116,0.089,0.102,1,1
3357,25,2,187,0.512,0.306,0.05,96,57,9,0.236,0.084,44,16,0.099,0.066,0.048,0.098,0.089,0.083,1,1
3359,20,2,197,0.476,0.272,0.057,94,54,11,0.185,0.073,36,14,0.089,0.06,0.048,0.106,0.099,0.093,0,1
3360,24,2,202,0.491,0.301,0.054,99,61,11,0.229,0.077,46,16,0.109,0.066,0.048,0.106,0.089,0.093,1,1
3370,21,2,180,0.459,0.27,0.054,83,49,10,0.182,0.07,33,13,0.089,0.073,0.048,0.098,0.109,0.083,1,1
3374,20,2,203,0.52,0.311,0.048,106,63,10,0.246,0.085,50,17,0.099,0.066,0.048,0.116,0.099,0.102,1,1
3377,22,2,179,0.456,0.305,0.052,82,55,9,0.198,0.084,35,15,0.099,0.066,0.058,0.098,0.099,0.083,1,1
3390,21,2,184,0.484,0.277,0.052,89,51,10,0.194,0.077,36,14,0.089,0.066,0.053,0.116,0.109,0.102,1,1
3391,22,2,206,0.457,0.279,0.047,94,57,10,0.201,0.075,41,15,0.099,0.066,0.048,0.098,0.089,0.083,1,1
3394,21,2,206,0.471,0.291,0.053,97,60,11,0.224,0.082,46,17,0.089,0.06,0.053,0.106,0.099,0.093,1,1
3396,23,2,203,0.45,0.276,0.053,91,56,11,0.195,0.074,40,15,0.099,0.073,0.053,0.116,0.099,0.102,0,1
3397,21,2,204,0.463,0.269,0.056,94,55,11,0.192,0.072,39,15,0.099,0.066,0.048,0.098,0.099,0.083,1,1
3407,23,2,210,0.504,0.326,0.05,106,68,10,0.234,0.084,49,18,0.109,0.066,0.048,0.106,0.099,0.093,1,1
3411,24,2,177,0.479,0.316,0.053,85,56,9,0.249,0.097,44,17,0.099,0.066,0.048,0.106,0.099,0.093,1,1
3413,20,2,186,0.46,0.301,0.049,86,56,9,0.204,0.079,38,15,0.089,0.06,0.053,0.106,0.089,0.093,0,1
3414,26,2,202,0.48,0.287,0.05,97,58,10,0.214,0.079,43,16,0.109,0.066,0.053,0.106,0.099,0.093,1,1
3417,22,2,197,0.458,0.271,0.051,90,53,10,0.211,0.071,42,14,0.099,0.066,0.053,0.098,0.089,0.083,0,1
3420,28,2,201,0.499,0.309,0.054,100,62,11,0.241,0.081,48,16,0.099,0.066,0.053,0.106,0.109,0.093,0,1
3427,23,2,196,0.47,0.323,0.055,92,63,11,0.21,0.087,41,17,0.099,0.066,0.053,0.106,0.099,0.093,0,1
3435,22,2,187,0.504,0.322,0.049,94,60,9,0.232,0.083,43,16,0.109,0.06,0.053,0.116,0.099,0.102,1,1
3443,21,2,210,0.518,0.311,0.053,109,65,11,0.211,0.085,44,18,0.089,0.073,0.053,0.098,0.109,0.083,1,1
3444,21,2,209,0.442,0.31,0.049,92,65,10,0.208,0.087,43,18,0.109,0.066,0.053,0.106,0.109,0.093,1,1
3445,24,2,197,0.51,0.283,0.051,100,56,10,0.202,0.086,40,17,0.099,0.066,0.058,0.106,0.109,0.093,0,1
3453,22,2,186,0.495,0.321,0.056,92,60,10,0.219,0.095,41,18,0.099,0.066,0.053,0.116,0.099,0.102,1,1
3454,20,2,208,0.526,0.32,0.047,109,67,10,0.247,0.089,51,19,0.109,0.066,0.058,0.116,0.099,0.102,1,1
3459,21,2,197,0.483,0.317,0.055,95,62,11,0.234,0.087,46,17,0.099,0.06,0.048,0.106,0.109,0.093,1,1
3460,20,2,182,0.51,0.31,0.049,93,56,9,0.243,0.079,44,14,0.099,0.066,0.053,0.106,0.099,0.093,0,1
3461,24,2,178,0.517,0.321,0.049,92,57,9,0.218,0.091,39,16,0.089,0.06,0.053,0.106,0.099,0.093,1,1
3469,23,2,178,0.491,0.305,0.048,87,54,9,0.22,0.082,39,15,0.109,0.066,0.058,0.116,0.099,0.102,1,0
3472,21,2,195,0.501,0.273,0.051,98,53,10,0.199,0.08,39,16,0.109,0.066,0.058,0.098,0.109,0.083,1,1
3474,21,2,204,0.492,0.288,0.055,100,59,11,0.223,0.073,45,15,0.089,0.066,0.058,0.106,0.099,0.093,0,1
3479,21,2,187,0.482,0.295,0.05,90,55,9,0.221,0.09,41,17,0.089,0.06,0.053,0.106,0.099,0.093,0,1
3484,25,2,194,0.514,0.322,0.055,100,62,11,0.239,0.09,46,17,0.099,0.06,0.058,0.106,0.089,0.093,1,0
3490,23,2,175,0.489,0.319,0.055,86,56,10,0.216,0.09,38,16,0.099,0.06,0.053,0.106,0.109,0.093,1,1
3493,21,2,206,0.468,0.283,0.054,96,58,11,0.201,0.079,41,16,0.089,0.066,0.053,0.098,0.099,0.083,1,0
3495,20,2,180,0.516,0.269,0.057,93,48,10,0.211,0.071,38,13,0.109,0.073,0.053,0.116,0.099,0.102,1,1
3503,25,2,173,0.46,0.275,0.053,80,48,9,0.199,0.069,34,12,0.099,0.073,0.053,0.106,0.099,0.093,0,1
3508,20,2,204,0.474,0.314,0.053,97,64,11,0.214,0.08,44,16,0.099,0.06,0.058,0.106,0.099,0.093,1,1
3511,22,2,174,0.439,0.304,0.051,76,53,9,0.239,0.09,42,16,0.109,0.066,0.053,0.116,0.089,0.102,1,1
3517,20,2,187,0.473,0.303,0.053,88,57,10,0.216,0.09,40,17,0.089,0.066,0.058,0.106,0.099,0.093,1,1
3524,20,2,178,0.462,0.289,0.056,82,51,10,0.196,0.081,35,14,0.099,0.066,0.053,0.098,0.099,0.083,1,1
3527,25,2,201,0.529,0.296,0.053,106,59,11,0.213,0.077,43,15,0.099,0.066,0.058,0.098,0.109,0.083,1,1
3528,29,2,209,0.485,0.287,0.048,101,60,10,0.219,0.076,46,16,0.099,0.073,0.053,0.116,0.099,0.102,0,1
3529,22,2,189,0.52,0.316,0.048,98,60,9,0.246,0.096,46,18,0.089,0.06,0.053,0.106,0.099,0.093,1,1
3530,27,2,183,0.509,0.306,0.051,93,56,9,0.24,0.086,44,16,0.099,0.06,0.053,0.106,0.089,0.093,0,1
3535,24,2,177,0.454,0.307,0.056,80,54,10,0.215,0.085,38,15,0.099,0.066,0.053,0.098,0.099,0.083,1,1
3537,28,2,185,0.506,0.277,0.05,94,51,9,0.2,0.073,37,14,0.099,0.06,0.053,0.106,0.109,0.093,1,1
3547,22,2,190,0.52,0.297,0.057,99,56,11,0.208,0.085,40,16,0.099,0.073,0.053,0.106,0.099,0.093,1,1
3548,25,2,183,0.454,0.273,0.056,83,50,10,0.21,0.069,38,13,0.089,0.06,0.053,0.116,0.089,0.102,1,1
3549,20,2,193,0.516,0.327,0.054,100,63,10,0.223,0.099,43,19,0.109,0.066,0.048,0.098,0.089,0.083,1,1
3552,23,2,194,0.475,0.3,0.051,92,58,10,0.206,0.077,40,15,0.109,0.073,0.053,0.106,0.089,0.093,1,1
3564,24,2,189,0.526,0.28,0.056,99,53,11,0.195,0.085,37,16,0.099,0.066,0.053,0.106,0.099,0.093,1,1
3565,25,2,200,0.512,0.326,0.052,102,65,10,0.225,0.091,45,18,0.099,0.066,0.053,0.098,0.109,0.083,0,1
3579,24,2,191,0.481,0.282,0.049,92,54,9,0.196,0.08,37,15,0.099,0.073,0.048,0.106,0.099,0.093,1,1
3592,22,2,194,0.463,0.313,0.055,90,61,11,0.213,0.095,41,18,0.099,0.066,0.058,0.116,0.109,0.102,1,1
3593,24,2,194,0.453,0.325,0.052,88,63,10,0.238,0.089,46,17,0.099,0.066,0.048,0.106,0.089,0.093,0,1
3617,23,2,204,0.47,0.306,0.055,96,62,11,0.213,0.085,43,17,0.099,0.066,0.048,0.098,0.099,0.083,1,1
3619,21,2,179,0.447,0.317,0.053,80,57,9,0.236,0.088,42,16,0.109,0.066,0.058,0.116,0.089,0.102,1,1
3628,21,2,202,0.483,0.31,0.047,98,63,9,0.203,0.079,41,16,0.089,0.06,0.053,0.106,0.109,0.093,0,1
3631,23,2,178,0.469,0.305,0.048,83,54,9,0.227,0.077,40,14,0.099,0.066,0.053,0.106,0.099,0.093,1,1
3634,23,2,175,0.51,0.307,0.053,89,54,9,0.22,0.083,38,15,0.089,0.066,0.053,0.098,0.109,0.083,0,1
3644,24,2,201,0.454,0.314,0.051,91,63,10,0.246,0.094,49,19,0.109,0.073,0.048,0.098,0.099,0.083,0,1
3651,21,2,187,0.442,0.32,0.056,83,60,10,0.22,0.096,41,18,0.099,0.073,0.053,0.116,0.099,0.102,0,1
3654,21,2,173,0.481,0.289,0.056,83,50,10,0.22,0.073,38,13,0.099,0.066,0.053,0.106,0.099,0.093,1,1
3662,21,2,174,0.437,0.271,0.056,76,47,10,0.178,0.071,31,12,0.089,0.066,0.058,0.106,0.109,0.093,1,1
3669,27,2,189,0.518,0.308,0.051,98,58,10,0.229,0.087,43,16,0.089,0.066,0.058,0.098,0.099,0.083,0,0
3671,21,2,174,0.458,0.32,0.056,80,56,10,0.239,0.089,42,15,0.099,0.06,0.053,0.098,0.099,0.083,1,1
3672,22,2,200,0.498,0.324,0.051,100,65,10,0.234,0.086,47,17,0.099,0.066,0.058,0.106,0.099,0.093,1,1
3675,22,2,183,0.488,0.277,0.052,89,51,10,0.193,0.07,35,13,0.099,0.066,0.053,0.116,0.089,0.102,0,1
3679,20,2,187,0.458,0.323,0.055,86,60,10,0.219,0.097,41,18,0.089,0.066,0.053,0.106,0.089,0.093,1,1
3684,28,2,198,0.497,0.316,0.057,98,63,11,0.213,0.096,42,19,0.089,0.06,0.058,0.106,0.089,0.093,1,1
3688,23,2,174,0.437,0.274,0.047,76,48,8,0.198,0.075,34,13,0.099,0.066,0.053,0.116,0.109,0.102,1,1
3694,20,2,185,0.471,0.305,0.054,87,56,10,0.21,0.084,39,16,0.089,0.066,0.053,0.106,0.099,0.093,1,1
3697,21,2,197,0.51,0.271,0.05,100,53,10,0.187,0.069,37,14,0.109,0.066,0.053,0.098,0.099,0.083,1,1
3698,21,2,208,0.479,0.287,0.054,100,60,11,0.193,0.087,40,18,0.099,0.066,0.053,0.116,0.099,0.102,1,1
3699,23,2,182,0.513,0.312,0.057,93,57,10,0.233,0.083,42,15,0.109,0.073,0.058,0.106,0.089,0.093,1,1
3706,21,2,200,0.506,0.294,0.055,101,59,11,0.201,0.088,40,18,0.099,0.073,0.053,0.116,0.099,0.102,1,1
3711,21,2,199,0.499,0.302,0.048,99,60,10,0.213,0.083,42,17,0.089,0.066,0.053,0.106,0.099,0.093,0,1
3713,20,2,196,0.529,0.314,0.057,104,62,11,0.208,0.085,41,17,0.089,0.066,0.053,0.106,0.099,0.093,1,1
3714,23,2,210,0.455,0.314,0.047,96,66,10,0.234,0.091,49,19,0.109,0.066,0.053,0.116,0.099,0.102,1,1
3715,27,2,184,0.498,0.296,0.05,92,54,9,0.204,0.082,38,15,0.099,0.073,0.053,0.106,0.109,0.093,0,1
3719,21,2,182,0.451,0.308,0.054,82,56,10,0.212,0.08,39,15,0.089,0.066,0.048,0.106,0.109,0.093,0,1
3720,21,2,185,0.458,0.288,0.055,85,53,10,0.213,0.074,39,14,0.099,0.073,0.053,0.098,0.089,0.083,1,1
